lat_bin,lon_bin,zone_count,zone_avg_mag,zone_max_mag,zone_std_mag,zone_avg_depth,zone_avg_plate,zone_rate
-42.0,-18.0,5,5.66,6.0,0.23021728866442684,10.0,0.6679293460963309,0.09615384615384616
-42.0,-16.0,4,5.625,5.8,0.12583057392117938,10.425,0.9395969403082357,0.07692307692307693
-42.0,42.0,4,6.125,6.8,0.5560275772537425,15.75,0.9534887819166737,0.07692307692307693
-42.0,44.0,2,5.5,5.5,0.0,10.0,0.9377894609588429,0.038461538461538464
-42.0,80.0,20,6.01,6.5,0.27125439603519985,13.719999999999999,0.9631167312671873,0.38461538461538464
-42.0,84.0,5,5.6,5.7,0.07071067811865478,10.0,0.9665357065665485,0.09615384615384616
-42.0,86.0,2,5.5,5.5,0.0,10.0,0.9588189179140181,0.038461538461538464
-42.0,88.0,8,5.625,6.0,0.16690459207925598,12.875,0.9496141138089951,0.15384615384615385
-42.0,120.0,1,5.7,5.7,0.0,10.0,0.2777359499796342,0.019230769230769232
-42.0,124.0,1,7.1,7.1,0.0,10.0,0.2980025955556631,0.019230769230769232
-42.0,172.0,8,6.15,7.2,0.5631543812693435,15.5375,0.9051635936304427,0.15384615384615385
-42.0,174.0,29,5.931034482758621,7.8,0.48704902090905894,22.645793103448273,0.9324983752127285,0.5576923076923077
-42.0,176.0,1,5.5,5.5,0.0,39.1,0.9170645111700465,0.019230769230769232
-40.0,-106.0,2,5.55,5.6,0.0707106781186545,15.0,0.43720622584004054,0.038461538461538464
-40.0,-104.0,1,6.6,6.6,0.0,15.0,0.43167331185055663,0.019230769230769232
-40.0,-92.0,3,5.666666666666667,5.9,0.2081665999466134,17.666666666666668,0.9338291812088926,0.057692307692307696
-40.0,-86.0,2,5.75,5.8,0.0707106781186545,10.0,0.8607647860330556,0.038461538461538464
-40.0,-76.0,2,5.9,6.0,0.14142135623730995,21.5,0.9339688034590389,0.038461538461538464
-40.0,-74.0,15,5.88,6.7,0.3783422486887465,20.86,0.931155498057444,0.28846153846153844
-40.0,-72.0,1,5.5,5.5,0.0,33.0,0.5081070888673871,0.019230769230769232
-40.0,-70.0,1,6.0,6.0,0.0,161.8,0.45072632396665235,0.019230769230769232
-40.0,-16.0,4,5.575,5.8,0.1500000000000003,21.5,0.9702678934619611,0.07692307692307693
-40.0,42.0,1,5.8,5.8,0.0,10.0,0.7406607922637103,0.019230769230769232
-40.0,44.0,2,5.5,5.5,0.0,10.0,0.9455768989194535,0.038461538461538464
-40.0,46.0,8,5.7375,5.9,0.14078859531733603,9.875,0.9460928210666109,0.15384615384615385
-40.0,78.0,6,6.166666666666667,6.5,0.2732520204255889,13.833333333333334,0.9372527106866807,0.11538461538461539
-40.0,80.0,1,5.7,5.7,0.0,10.0,0.9469259894652248,0.019230769230769232
-40.0,86.0,1,5.5,5.5,0.0,10.0,0.7892600068721791,0.019230769230769232
-40.0,88.0,1,6.1,6.1,0.0,10.0,0.7068311869474899,0.019230769230769232
-40.0,156.0,1,6.2,6.2,0.0,18.5,0.10375053400769725,0.019230769230769232
-40.0,174.0,4,5.8,6.3,0.3559026084010438,158.825,0.7805400434373907,0.07692307692307693
-40.0,176.0,13,5.738461538461538,6.4,0.31235252930639545,42.276923076923076,0.9110147497840362,0.25
-40.0,178.0,4,5.875,6.6,0.5188127472091126,25.245,0.8261109878686064,0.07692307692307693
-38.0,-180.0,1,5.6,5.6,0.0,11.8,0.8952494912174827,0.019230769230769232
-38.0,-96.0,3,5.633333333333333,5.7,0.11547005383792565,15.200000000000001,0.9380425527030644,0.057692307692307696
-38.0,-94.0,6,5.566666666666666,5.7,0.08164965809277257,17.666666666666668,0.9390032880423712,0.11538461538461539
-38.0,-92.0,7,5.757142857142857,6.1,0.25727509827123995,12.857142857142858,0.9628086076476882,0.1346153846153846
-38.0,-76.0,3,6.2,7.4,1.039230484541327,32.733333333333334,0.9086802441632477,0.057692307692307696
-38.0,-74.0,45,5.931111111111111,7.7,0.4674992572780791,24.254,0.8067524250049577,0.8653846153846154
-38.0,-72.0,8,5.9125,6.3,0.2587745847533829,55.6375,0.6276180815009784,0.15384615384615385
-38.0,-18.0,3,5.7,6.0,0.264575131106459,10.0,0.9661582793830773,0.057692307692307696
-38.0,46.0,1,6.1,6.1,0.0,33.0,0.9790377663167782,0.019230769230769232
-38.0,48.0,2,6.15,6.8,0.9192388155425113,10.0,0.888947608684254,0.038461538461538464
-38.0,52.0,5,5.68,5.9,0.1788854381999831,19.2,0.9528034902747674,0.09615384615384616
-38.0,78.0,14,5.935714285714285,6.5,0.3103525113780801,15.122857142857143,0.9533672282866393,0.2692307692307692
-38.0,176.0,16,5.8375,6.5,0.34229616805723484,116.80624999999999,0.9383469815700856,0.3076923076923077
-38.0,178.0,30,5.930000000000001,7.1,0.38609450335020484,46.197,0.8315989288020144,0.5769230769230769
-38.0,180.0,11,5.9,7.0,0.515751878329105,25.670909090909092,0.912292293894298,0.21153846153846154
-36.0,-180.0,21,5.771428571428571,7.1,0.38748271850865434,32.18095238095238,0.9026471137505312,0.40384615384615385
-36.0,-178.0,1,5.7,5.7,0.0,13.0,0.9303098617644675,0.019230769230769232
-36.0,-112.0,1,5.6,5.6,0.0,10.0,0.9354146535505743,0.019230769230769232
-36.0,-110.0,5,5.74,6.0,0.16733200530681536,10.0,0.9711731543219976,0.09615384615384616
-36.0,-108.0,4,6.075,6.5,0.33040379335998327,10.0,0.9028054205277727,0.07692307692307693
-36.0,-106.0,11,5.7727272727272725,6.3,0.2240129866365302,10.065454545454545,0.9627558836404471,0.21153846153846154
-36.0,-104.0,22,5.6454545454545455,6.0,0.1534593872976938,10.227272727272727,0.9427440459819856,0.4230769230769231
-36.0,-102.0,23,5.760869565217392,6.5,0.2934731371240624,11.499130434782609,0.9538771104276297,0.4423076923076923
-36.0,-100.0,13,5.723076923076923,6.0,0.17867030229749115,11.223076923076924,0.93276016771913,0.25
-36.0,-98.0,32,5.934375,6.5,0.2968755305597979,12.5346875,0.9369120309265374,0.6153846153846154
-36.0,-74.0,35,5.877142857142857,6.7,0.33438768824587456,23.550857142857144,0.8470492225510052,0.6730769230769231
-36.0,-72.0,17,6.129411764705883,8.8,0.8607879427320885,48.182352941176475,0.7311041791825618,0.3269230769230769
-36.0,-70.0,3,6.0,6.5,0.5,34.300000000000004,0.5709575496910225,0.057692307692307696
-36.0,-20.0,1,6.2,6.2,0.0,10.0,0.5081176725433069,0.019230769230769232
-36.0,-18.0,8,6.15,7.0,0.47207747548166595,13.1125,0.9560236038081533,0.15384615384615385
-36.0,-16.0,15,5.8533333333333335,6.6,0.3356585566713092,11.533333333333333,0.9445370527563407,0.28846153846153844
-36.0,-14.0,1,5.8,5.8,0.0,33.0,0.7926403210702477,0.019230769230769232
-36.0,52.0,3,6.066666666666666,6.9,0.7234178138070242,9.766666666666667,0.9571847241207209,0.057692307692307696
-36.0,54.0,9,5.944444444444445,6.9,0.4333333333333336,12.033333333333333,0.955431614924627,0.17307692307692307
-36.0,78.0,15,5.806666666666667,6.2,0.28401877872187703,10.394,0.9478587027377331,0.28846153846153844
-36.0,176.0,1,6.2,6.2,0.0,15.0,0.9323031414186168,0.019230769230769232
-36.0,178.0,17,5.770588235294118,6.8,0.3405229542232669,80.28235294117647,0.9293412067639502,0.3269230769230769
-36.0,180.0,12,5.683333333333334,5.9,0.14034589305344763,52.925000000000004,0.8165603309476671,0.23076923076923078
-34.0,-180.0,30,5.62,6.1,0.17100110909097868,40.17366666666667,0.7998326545785737,0.5769230769230769
-34.0,-178.0,27,5.8,6.9,0.31255768698323144,28.247037037037035,0.9080276406166332,0.5192307692307693
-34.0,-176.0,1,5.5,5.5,0.0,33.0,0.7911184064930952,0.019230769230769232
-34.0,-112.0,5,5.66,5.8,0.11401754250991392,14.6,0.9680850047871621,0.09615384615384616
-34.0,-110.0,7,5.685714285714285,6.1,0.2609506430251476,10.0,0.9703992970391495,0.1346153846153846
-34.0,-108.0,7,5.757142857142857,6.1,0.21491969707422387,10.257142857142856,0.9091076492753939,0.1346153846153846
-34.0,-74.0,3,6.2,7.2,0.8888194417315587,25.333333333333332,0.9324438409339953,0.057692307692307696
-34.0,-72.0,76,5.906578947368421,8.0,0.4634178895455777,33.17723684210526,0.8259664929941442,1.4615384615384615
-34.0,-70.0,14,5.764285714285714,6.4,0.28984649214884256,81.27142857142857,0.5798889398577557,0.2692307692307692
-34.0,-68.0,3,5.866666666666667,6.2,0.3055050463303899,59.46666666666667,0.43296207657716135,0.057692307692307696
-34.0,-20.0,1,5.5,5.5,0.0,33.0,0.5555961970646103,0.019230769230769232
-34.0,-16.0,2,5.699999999999999,5.8,0.14142135623730995,9.0,0.773415927347182,0.038461538461538464
-34.0,-14.0,1,5.5,5.5,0.0,10.0,0.969000309463622,0.019230769230769232
-34.0,20.0,2,6.0,6.3,0.4242640687119283,12.5,0.1723977935075224,0.038461538461538464
-34.0,54.0,1,6.1,6.1,0.0,10.0,0.9267909800683707,0.019230769230769232
-34.0,56.0,9,5.7555555555555555,6.6,0.3395258131243897,15.11111111111111,0.9637258024824311,0.17307692307692307
-34.0,58.0,7,5.6,5.8,0.0999999999999999,13.247142857142858,0.8454399867907811,0.1346153846153846
-34.0,82.0,1,6.1,6.1,0.0,33.0,0.5409715214211165,0.019230769230769232
-34.0,112.0,1,5.5,5.5,0.0,10.0,0.04639269339002272,0.019230769230769232
-34.0,150.0,1,5.5,5.5,0.0,13.0,0.021042302161827432,0.019230769230769232
-34.0,178.0,1,6.8,6.8,0.0,199.4,0.9764009657765356,0.019230769230769232
-34.0,180.0,21,5.828571428571429,6.6,0.3051931472737505,108.88619047619048,0.8969229953190485,0.40384615384615385
-32.0,-180.0,35,5.997142857142857,7.4,0.49138801865119747,105.51714285714286,0.8996537294131012,0.6730769230769231
-32.0,-178.0,113,5.758407079646018,6.6,0.2750732576829092,30.360707964601772,0.8817755658400295,2.173076923076923
-32.0,-176.0,4,5.925,6.8,0.5965176722724427,29.25,0.9004301034112036,0.07692307692307693
-32.0,-112.0,9,5.777777777777778,6.3,0.2333333333333334,10.18888888888889,0.9336164305195602,0.17307692307692307
-32.0,-110.0,7,6.071428571428571,7.0,0.5822779568622009,10.934285714285712,0.9283843457383887,0.1346153846153846
-32.0,-74.0,2,6.2,6.7,0.7071067811865476,13.0,0.945772650896356,0.038461538461538464
-32.0,-72.0,98,5.954081632653061,8.3,0.5163648449122236,34.5084693877551,0.8093770758660005,1.8846153846153846
-32.0,-70.0,20,5.735,6.3,0.24338619949632131,101.28999999999999,0.5412429590353736,0.38461538461538464
-32.0,-68.0,37,5.8,7.4,0.3643868518179242,51.554054054054056,0.3785528213777357,0.7115384615384616
-32.0,-66.0,4,5.675,6.0,0.22173557826083468,95.815,0.28426246428226387,0.07692307692307693
-32.0,-48.0,1,5.5,5.5,0.0,29.9,0.029482628036177422,0.019230769230769232
-32.0,-16.0,1,5.5,5.5,0.0,10.0,0.7585891867533865,0.019230769230769232
-32.0,-14.0,6,5.716666666666666,6.0,0.2136976056643281,12.833333333333334,0.9653546641676617,0.11538461538461539
-32.0,58.0,3,5.8,5.9,0.1732050807568882,10.0,0.9490876410245653,0.057692307692307696
-32.0,78.0,2,6.15,6.6,0.6363961030678927,15.0,0.7758070902227208,0.038461538461538464
-32.0,116.0,1,5.7,5.7,0.0,10.0,0.026283723360348094,0.019230769230769232
-32.0,118.0,1,6.5,6.5,0.0,15.0,0.028953808513895132,0.019230769230769232
-32.0,180.0,17,6.035294117647059,7.1,0.45953941135471194,365.99411764705883,0.8767703941365662,0.3269230769230769
-30.0,-180.0,14,5.971428571428571,7.0,0.391110001108426,269.62714285714287,0.9376187752037284,0.2692307692307692
-30.0,-178.0,230,5.9073913043478266,7.3,0.43331480928018434,47.563913043478266,0.8287173765154999,4.423076923076923
-30.0,-176.0,38,5.931578947368421,7.6,0.4860793301720243,23.45842105263158,0.9196226107656379,0.7307692307692307
-30.0,-114.0,1,5.6,5.6,0.0,33.0,0.7039050192904331,0.019230769230769232
-30.0,-112.0,22,5.713636363636364,6.3,0.23963355863535157,12.081818181818182,0.9541218614974085,0.4230769230769231
-30.0,-72.0,80,5.9725,7.1,0.43223733518062807,34.713625,0.8194490824695622,1.5384615384615385
-30.0,-70.0,7,5.742857142857143,6.3,0.32586880211286895,84.08571428571429,0.5950903012325648,0.1346153846153846
-30.0,-68.0,7,5.7,6.0,0.16329931618554536,65.68571428571428,0.4299437207563959,0.1346153846153846
-30.0,-66.0,2,5.5,5.5,0.0,172.1,0.2339549815098217,0.038461538461538464
-30.0,-64.0,1,5.6,5.6,0.0,27.0,0.2123422552929029,0.019230769230769232
-30.0,-14.0,4,5.725,6.0,0.22173557826083462,10.0,0.965622392371884,0.07692307692307693
-30.0,26.0,1,5.9,5.9,0.0,33.0,0.6779616635534177,0.019230769230769232
-30.0,60.0,6,5.833333333333333,6.8,0.49665548085837763,10.0,0.9658814545759893,0.11538461538461539
-30.0,78.0,3,6.166666666666667,6.5,0.41633319989322676,25.333333333333332,0.6367475211709368,0.057692307692307696
-30.0,118.0,1,6.1,6.1,0.0,6.0,0.024997099592471046,0.019230769230769232
-30.0,166.0,1,5.6,5.6,0.0,33.0,0.17322985494939688,0.019230769230769232
-30.0,178.0,3,5.633333333333333,5.7,0.05773502691896301,573.1666666666666,0.5649533566529372,0.057692307692307696
-30.0,180.0,1,6.2,6.2,0.0,416.7,0.7650375979649032,0.019230769230769232
-28.0,-180.0,1,6.1,6.1,0.0,415.0,0.7884248163716416,0.019230769230769232
-28.0,-178.0,50,5.914,8.0,0.45356186716581337,102.46860000000001,0.8658692482246673,0.9615384615384616
-28.0,-176.0,117,5.769230769230769,7.7,0.36090440478043545,30.548888888888886,0.8602428646506306,2.25
-28.0,-148.0,1,5.5,5.5,0.0,10.0,0.006300572911962556,0.019230769230769232
-28.0,-114.0,2,5.95,6.0,0.0707106781186545,10.0,0.8772536736579053,0.038461538461538464
-28.0,-112.0,10,5.7700000000000005,6.0,0.17029386365926408,9.9,0.9363038999706454,0.19230769230769232
-28.0,-104.0,1,6.0,6.0,0.0,10.5,0.2402032882084263,0.019230769230769232
-28.0,-72.0,27,5.9,6.7,0.39710490766585577,29.307407407407407,0.8690122299639058,0.5192307692307693
-28.0,-70.0,22,5.927272727272728,6.8,0.4119429204355498,56.872727272727275,0.7443223352476701,0.4230769230769231
-28.0,-68.0,10,5.7,6.0,0.18856180831641275,122.60799999999999,0.4494136801203538,0.19230769230769232
-28.0,-66.0,14,5.75,6.4,0.3204564052914339,124.47142857142856,0.3463748094886981,0.2692307692307692
-28.0,-64.0,21,6.095238095238095,6.9,0.5239047532483272,524.1,0.27455010334368535,0.40384615384615385
-28.0,-62.0,4,6.4,7.0,0.42426406871192845,609.2,0.24761119906393064,0.07692307692307693
-28.0,-14.0,4,5.6,5.7,0.11547005383792543,8.475,0.9583739686030464,0.07692307692307693
-28.0,-12.0,1,5.8,5.8,0.0,10.0,0.7046924769580971,0.019230769230769232
-28.0,26.0,3,5.6000000000000005,5.7,0.1000000000000002,5.0,0.9547660960714307,0.057692307692307696
-28.0,62.0,2,5.800000000000001,5.9,0.1414213562373093,8.5,0.956394591893441,0.038461538461538464
-28.0,66.0,3,5.599999999999999,5.6,0.0,10.0,0.9542400084892169,0.057692307692307696
-28.0,74.0,4,5.625,5.7,0.05000000000000019,10.0,0.964496481187282,0.07692307692307693
-28.0,76.0,1,5.5,5.5,0.0,10.0,0.6910281303415163,0.019230769230769232
-28.0,172.0,1,5.6,5.6,0.0,33.0,0.39852977463019545,0.019230769230769232
-28.0,174.0,1,6.7,6.7,0.0,33.0,0.38445669034538454,0.019230769230769232
-28.0,178.0,1,5.5,5.5,0.0,621.0,0.3563046605866689,0.019230769230769232
-28.0,180.0,1,6.2,6.2,0.0,478.0,0.4036463946279792,0.019230769230769232
-26.0,-180.0,3,5.566666666666666,5.7,0.11547005383792538,436.56666666666666,0.7024373690613217,0.057692307692307696
-26.0,-178.0,46,5.873913043478261,7.8,0.4229183176236784,124.27499999999999,0.9139746764190966,0.8846153846153846
-26.0,-176.0,28,5.828571428571428,7.2,0.3789431139338511,35.43928571428571,0.8727244510188418,0.5384615384615384
-26.0,-116.0,7,5.742857142857143,6.0,0.16183471874253746,13.285714285714286,0.9645179073856954,0.1346153846153846
-26.0,-114.0,19,5.878947368421053,6.6,0.3029098644232509,12.694736842105263,0.9630889966878988,0.36538461538461536
-26.0,-112.0,5,5.56,5.6,0.054772255750516356,10.0,0.976900262111346,0.09615384615384616
-26.0,-108.0,2,6.6,6.7,0.1414213562373093,10.0,0.42855022559609585,0.038461538461538464
-26.0,-106.0,1,5.7,5.7,0.0,10.0,0.309876266563366,0.019230769230769232
-26.0,-70.0,37,5.945945945945946,7.7,0.5530695127069343,40.01243243243243,0.8053294013520594,0.7115384615384616
-26.0,-68.0,5,5.76,6.3,0.3435112807463529,93.24,0.520290674676687,0.09615384615384616
-26.0,-66.0,2,5.8,5.8,0.0,21.5,0.38495466501406794,0.038461538461538464
-26.0,-64.0,14,6.171428571428571,7.3,0.5580578567035603,455.29285714285714,0.36857160957825374,0.2692307692307692
-26.0,-14.0,3,5.5,5.5,0.0,10.0,0.9627377845225203,0.057692307692307696
-26.0,26.0,1,5.5,5.5,0.0,11.0,0.9655215659147893,0.019230769230769232
-26.0,28.0,1,5.7,5.7,0.0,22.0,0.9332504255053905,0.019230769230769232
-26.0,68.0,1,5.7,5.7,0.0,10.0,0.9722567200858532,0.019230769230769232
-26.0,70.0,3,5.533333333333334,5.6,0.05773502691896237,10.0,0.9661443329054732,0.057692307692307696
-26.0,74.0,1,6.3,6.3,0.0,10.0,0.7477743741473258,0.019230769230769232
-26.0,84.0,1,6.6,6.6,0.0,33.0,0.15564458243074403,0.019230769230769232
-26.0,130.0,2,5.9,6.0,0.1414213562373093,10.0,0.04135769107010803,0.038461538461538464
-26.0,132.0,1,5.7,5.7,0.0,10.0,0.030133619719310358,0.019230769230769232
-26.0,136.0,1,5.7,5.7,0.0,10.0,0.03154557046910044,0.019230769230769232
-26.0,154.0,1,5.5,5.5,0.0,9.0,0.05152442937636318,0.019230769230769232
-26.0,168.0,1,5.6,5.6,0.0,33.0,0.36384366319738176,0.019230769230769232
-26.0,178.0,26,5.884615384615385,6.8,0.37809237780448063,601.9734615384615,0.3606673603925446,0.5
-26.0,180.0,17,5.958823529411765,7.2,0.5292197364155694,499.52705882352944,0.33044196038500234,0.3269230769230769
-24.0,-180.0,40,5.8175,6.5,0.30033101396412254,509.35249999999996,0.6282935647850165,0.7692307692307693
-24.0,-178.0,39,5.864102564102564,7.4,0.4659383172905703,157.32051282051282,0.9375390734968352,0.75
-24.0,-176.0,114,5.723684210526316,7.8,0.3400423272921422,36.349122807017544,0.9283987887690898,2.1923076923076925
-24.0,-174.0,12,5.941666666666666,7.6,0.594609624931018,20.2,0.9500657024102802,0.23076923076923078
-24.0,-128.0,1,5.6,5.6,0.0,10.0,0.09938252939853767,0.019230769230769232
-24.0,-116.0,6,5.6000000000000005,5.7,0.06324555320336776,10.0,0.9774869432780836,0.11538461538461539
-24.0,-114.0,1,5.5,5.5,0.0,10.0,0.9671316999497611,0.019230769230769232
-24.0,-112.0,11,5.7727272727272725,6.4,0.2649185123426037,12.089090909090908,0.9597751479535404,0.21153846153846154
-24.0,-70.0,69,5.953623188405797,8.0,0.5203448263199317,40.663768115942034,0.7921279804287898,1.3269230769230769
-24.0,-68.0,32,5.803125,6.9,0.3533109523242354,133.0234375,0.6226643094144035,0.6153846153846154
-24.0,-66.0,31,5.851612903225806,7.2,0.4225880324397397,198.8932258064516,0.6310380642929031,0.5961538461538461
-24.0,-64.0,10,5.92,6.9,0.4366539438350084,235.16,0.5731047688834388,0.19230769230769232
-24.0,-62.0,1,6.5,6.5,0.0,569.0,0.5809851391834543,0.019230769230769232
-24.0,-10.0,1,5.8,5.8,0.0,10.0,0.5093777869212195,0.019230769230769232
-24.0,40.0,1,5.7,5.7,0.0,33.0,0.2669091214511132,0.019230769230769232
-24.0,82.0,2,5.55,5.6,0.0707106781186545,10.0,0.1617971683344155,0.038461538461538464
-24.0,170.0,17,5.923529411764706,7.7,0.57720166727573,20.794117647058822,0.9090510101976387,0.3269230769230769
-24.0,172.0,1,6.5,6.5,0.0,36.6,0.9308845647444562,0.019230769230769232
-24.0,178.0,18,5.872222222222223,7.7,0.5108304145392096,585.7055555555556,0.4493710380306875,0.34615384615384615
-24.0,180.0,50,5.778,6.7,0.3370278254121474,535.4019999999999,0.4128265162621232,0.9615384615384616
-22.0,-180.0,104,5.798076923076923,7.7,0.43039398731470946,599.7754807692307,0.5811668385920407,2.0
-22.0,-178.0,44,5.911363636363637,7.2,0.4177547456153476,458.4097727272727,0.7022855765836915,0.8461538461538461
-22.0,-176.0,97,5.809278350515464,7.8,0.42058552296837826,91.32474226804123,0.8931470590383794,1.8653846153846154
-22.0,-174.0,99,5.765656565656565,6.9,0.26732294012803515,27.42131313131313,0.8990821829231043,1.9038461538461537
-22.0,-114.0,14,5.928571428571429,6.9,0.3709210395521097,15.785714285714286,0.9428754206011536,0.2692307692307692
-22.0,-112.0,1,6.0,6.0,0.0,10.0,0.9448744905759674,0.019230769230769232
-22.0,-72.0,1,5.6,5.6,0.0,33.0,0.9524813216245391,0.019230769230769232
-22.0,-70.0,31,5.980645161290322,7.7,0.5485856692980049,43.0516129032258,0.8635236257275066,0.5961538461538461
-22.0,-68.0,60,5.785,6.8,0.3203943544647461,122.78633333333333,0.8901047178545501,1.1538461538461537
-22.0,-66.0,26,6.011538461538462,7.1,0.45984947369931667,241.4123076923077,0.8158715904584267,0.5
-22.0,-64.0,9,5.888888888888889,6.3,0.24209731743889884,418.09666666666664,0.8143432885466863,0.17307692307692307
-22.0,-12.0,3,5.6000000000000005,5.7,0.10000000000000031,33.0,0.9679075949598236,0.057692307692307696
-22.0,-10.0,2,5.6,5.6,0.0,21.5,0.7895320179706022,0.038461538461538464
-22.0,34.0,4,5.975,7.0,0.6849574196011504,9.5,0.9155088104377707,0.07692307692307693
-22.0,46.0,1,5.6,5.6,0.0,33.0,0.12429383357829343,0.019230769230769232
-22.0,120.0,1,5.5,5.5,0.0,33.0,0.14034661543147328,0.019230769230769232
-22.0,126.0,2,6.0,6.0,0.0,21.5,0.09696335814066068,0.038461538461538464
-22.0,166.0,1,5.6,5.6,0.0,11.8,0.5914073152651218,0.019230769230769232
-22.0,168.0,1,5.7,5.7,0.0,29.1,0.9165033561098546,0.019230769230769232
-22.0,170.0,184,5.927173913043478,7.5,0.427626122607725,37.54108695652174,0.9129051242338606,3.5384615384615383
-22.0,172.0,57,5.829824561403509,7.0,0.3515094554106728,50.04736842105263,0.8876337170189159,1.0961538461538463
-22.0,174.0,30,5.966666666666667,7.2,0.39595657488593666,25.487000000000002,0.9469158142826865,0.5769230769230769
-22.0,176.0,7,6.1571428571428575,7.6,0.7849780100044053,104.2642857142857,0.9438199909893676,0.1346153846153846
-22.0,178.0,2,6.6,7.2,0.8485281374238568,639.4,0.5260351330155703,0.038461538461538464
-22.0,180.0,16,5.8875,6.5,0.3283798613394757,608.03125,0.5044001341474885,0.3076923076923077
-20.0,-180.0,29,5.813793103448275,6.5,0.2960744813761693,644.1610344827587,0.5721142028735596,0.5576923076923077
-20.0,-178.0,131,5.848854961832061,7.4,0.39678833966539634,541.4562595419848,0.6827919979967947,2.519230769230769
-20.0,-176.0,66,5.868181818181818,7.0,0.31969172213680674,151.0151515151515,0.942462076051186,1.2692307692307692
-20.0,-174.0,124,5.813709677419355,8.0,0.3321119111558669,34.00717741935484,0.889866660421163,2.3846153846153846
-20.0,-172.0,3,5.833333333333333,6.2,0.32145502536643195,8.016666666666667,0.9283709346227124,0.057692307692307696
-20.0,-126.0,3,5.766666666666667,6.1,0.30550504633038933,18.333333333333332,0.1008621707354168,0.057692307692307696
-20.0,-114.0,2,5.6,5.7,0.14142135623730995,10.0,0.9216700837304248,0.038461538461538464
-20.0,-72.0,1,5.8,5.8,0.0,12.25,0.907955191087565,0.019230769230769232
-20.0,-70.0,75,5.918666666666667,8.2,0.5532931712332382,49.33266666666666,0.7991584203785397,1.4423076923076923
-20.0,-68.0,28,5.792857142857143,6.5,0.2665674418570302,113.87249999999999,0.7848194618064822,0.5384615384615384
-20.0,-66.0,3,6.233333333333333,6.6,0.3214550253664318,295.06666666666666,0.7021048200768917,0.057692307692307696
-20.0,-64.0,3,5.966666666666666,6.2,0.3214550253664321,511.8233333333333,0.8652561676136684,0.057692307692307696
-20.0,-12.0,1,5.7,5.7,0.0,10.0,0.9627258131938272,0.019230769230769232
-20.0,66.0,1,5.5,5.5,0.0,10.0,0.9763818398748265,0.019230769230769232
-20.0,134.0,4,6.225,6.7,0.45734742446707494,5.0,0.09787106952049013,0.07692307692307693
-20.0,148.0,1,5.7,5.7,0.0,10.0,0.13516560379484976,0.019230769230769232
-20.0,162.0,1,5.7,5.7,0.0,33.0,0.3240447801553391,0.019230769230769232
-20.0,168.0,101,5.892079207920792,7.4,0.44264730165603233,33.17227722772277,0.9063764596160343,1.9423076923076923
-20.0,170.0,100,5.975,7.1,0.4553553391017667,72.5512,0.8010800023590197,1.9230769230769231
-20.0,172.0,6,6.1000000000000005,6.7,0.37416573867739394,22.755,0.8687057167581616,0.11538461538461539
-20.0,174.0,11,5.927272727272728,7.1,0.46709936649691375,73.11818181818181,0.9101035533263019,0.21153846153846154
-20.0,176.0,5,5.88,6.3,0.3033150177620621,21.4,0.9145686450236401,0.09615384615384616
-20.0,178.0,7,6.014285714285714,7.1,0.5429197958832455,180.17142857142858,0.6781815975310277,0.1346153846153846
-18.0,-180.0,12,5.95,7.2,0.49451537341669644,582.2716666666666,0.6530785226886331,0.23076923076923078
-18.0,-178.0,173,5.785549132947977,7.6,0.3428155720898151,541.1677456647399,0.7156085693147948,3.326923076923077
-18.0,-176.0,49,5.883673469387755,7.1,0.3869468841539658,143.69122448979593,0.923376348934819,0.9423076923076923
-18.0,-174.0,87,5.787356321839081,6.9,0.3124563588880368,86.82632183908046,0.9179812076409958,1.6730769230769231
-18.0,-172.0,30,5.926666666666667,7.3,0.5138987779932819,26.723333333333336,0.9351492290365996,0.5769230769230769
-18.0,-132.0,1,5.6,5.6,0.0,10.0,0.028643387609996067,0.019230769230769232
-18.0,-116.0,6,6.05,6.4,0.37282703764614505,11.35,0.5904240392001864,0.11538461538461539
-18.0,-74.0,1,6.0,6.0,0.0,32.3,0.9588860665257823,0.019230769230769232
-18.0,-72.0,28,5.892857142857143,7.6,0.5062048856376105,35.35357142857143,0.8158808179675293,0.5384615384615384
-18.0,-70.0,38,5.873684210526315,6.9,0.3606931843790066,111.34447368421053,0.6073714239085316,0.7307692307692307
-18.0,-68.0,3,6.233333333333333,6.7,0.5033222956847166,197.13333333333333,0.5997280623295163,0.057692307692307696
-18.0,-66.0,5,6.16,6.6,0.4159326868617083,77.56,0.875640694255306,0.09615384615384616
-18.0,-64.0,4,5.775,5.9,0.1258305739211796,315.35,0.9453894790052153,0.07692307692307693
-18.0,-14.0,2,5.55,5.6,0.0707106781186545,10.0,0.9485610675034684,0.038461538461538464
-18.0,42.0,1,5.7,5.7,0.0,6.0,0.266332020717707,0.019230769230769232
-18.0,46.0,1,5.6,5.6,0.0,18.6,0.10602875326532141,0.019230769230769232
-18.0,48.0,1,5.6,5.6,0.0,10.0,0.07083547397533785,0.019230769230769232
-18.0,66.0,23,5.982608695652174,6.7,0.2994725270645092,12.178260869565218,0.9537133306142462,0.4423076923076923
-18.0,68.0,1,5.9,5.9,0.0,10.0,0.7926816107258159,0.019230769230769232
-18.0,122.0,1,5.5,5.5,0.0,10.0,0.28775458918821184,0.019230769230769232
